deviceisbot,screensize,published,published_dt,sessionid,environmentid,type,devicetype,useragent,objecttype,eventname,event_id
true,"1024x768","2021-12-20T04:18:46+00:00",2021-12-20 04:18:46.000,,sdrn:schibsted:environment:7e1964ec-132a-43d8-a291-b0ecb8a831fc,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"1a2164d7-9378-4a6f-9097-e6c694832c80"
true,"360x640","2021-12-20T04:47:11+00:00",2021-12-20 04:47:11.000,,sdrn:schibsted:environment:e15a3fe1-caf7-4cdc-abef-68da09d6908d,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"7f8ba5b3-4032-4623-a845-c73c74c25ffb"
true,"360x640","2021-12-20T04:48:05+00:00",2021-12-20 04:48:05.000,,sdrn:schibsted:environment:3d15c601-77bf-4dff-8bce-2db6556bdbc2,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"9514620d-7b3e-46a8-aef0-d11807252fea"
true,"360x640","2021-12-20T04:48:49+00:00",2021-12-20 04:48:49.000,,sdrn:schibsted:environment:1e1673bc-4c36-46ee-9e87-42d71ea7d7a4,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,bc404505-7e5e-4862-88e8-e3aa394151a1
true,"1024x768","2021-12-20T05:19:07+00:00",2021-12-20 05:19:07.000,,sdrn:schibsted:environment:148c089a-2d6f-40ae-89ae-5b43a1c989e7,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3c1713bc-3e7b-410a-940a-b03297822979"
true,"1024x768","2021-12-20T05:19:08+00:00",2021-12-20 05:19:08.000,,sdrn:schibsted:environment:4999526d-8ed3-4c7b-85f5-b6fe90af9058,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"05ebcd98-0965-4769-b53e-82be42e8ee39"
true,"1024x768","2021-12-20T05:19:08+00:00",2021-12-20 05:19:08.000,,sdrn:schibsted:environment:499327bb-b848-46cb-9697-d77ed94583a6,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,baae221e-f122-4f92-9517-eb7765e470e1
true,"1024x768","2021-12-20T05:19:09+00:00",2021-12-20 05:19:09.000,,sdrn:schibsted:environment:e4a6661e-5c07-4218-8c1b-f9aef0914ea1,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"6356c7f8-7880-4ac5-a70d-df6c106e99bb"
true,"1024x768","2021-12-20T05:19:10+00:00",2021-12-20 05:19:10.000,,sdrn:schibsted:environment:b82d679f-7e58-4b2f-aaf7-8af6daea9e20,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"9f5b24f3-a181-4309-9ce6-ae3eea39314d"
true,"1024x768","2021-12-20T05:19:11+00:00",2021-12-20 05:19:11.000,,sdrn:schibsted:environment:6daa6397-1b88-41d1-90e8-5ae785f4f47b,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"9b5c4613-b760-4bb5-893e-e8cae8a14d47"
true,"1024x768","2021-12-20T05:19:14+00:00",2021-12-20 05:19:14.000,,sdrn:schibsted:environment:cacdbce3-c9ce-4aeb-9c3b-1d33e2e85b81,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f1fb8598-3355-4e9f-a486-a532d4d59b5c
true,"1024x768","2021-12-20T05:19:15+00:00",2021-12-20 05:19:15.000,,sdrn:schibsted:environment:cacdbce3-c9ce-4aeb-9c3b-1d33e2e85b81,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f1fb8598-3355-4e9f-a486-a532d4d59b5c
true,"360x640","2021-12-20T05:19:54+00:00",2021-12-20 05:19:54.000,,sdrn:schibsted:environment:b17d1dc6-cfa8-4131-a452-3b80c8b3e0e8,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"13b77e95-151f-47b2-9a8d-f1059dc6dad0"
true,"360x640","2021-12-20T05:20:51+00:00",2021-12-20 05:20:51.000,,sdrn:schibsted:environment:046de2fa-c72d-4d61-aa58-93539649c798,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"939fd853-761d-4d83-862b-d8a62f7a9456"
true,"360x640","2021-12-20T05:21:35+00:00",2021-12-20 05:21:35.000,,sdrn:schibsted:environment:9f9ed9df-b98c-47b6-87f5-006d41d65eb5,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,e024885c-eaa2-40ca-a60e-b7f29d2a7bd1
true,"360x640","2021-12-20T05:52:44+00:00",2021-12-20 05:52:44.000,,sdrn:schibsted:environment:9be87b3c-5e35-49da-bd35-ce466be524ac,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"0ac25816-b254-4188-8195-9de2b8191c23"
true,"360x640","2021-12-20T05:53:40+00:00",2021-12-20 05:53:40.000,,sdrn:schibsted:environment:9ad3cbe7-0ee1-469c-aec0-cf14681b74ce,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"721b4f56-d6a4-4263-88a2-da7eb1e0eab9"
true,"360x640","2021-12-20T05:54:25+00:00",2021-12-20 05:54:25.000,,sdrn:schibsted:environment:95196502-cd9b-4b02-8df1-b5ac9c3ef2d5,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f0c36f8d-e908-4337-9f0d-47cc8cbeac48
true,"1024x768","2021-12-20T06:22:54+00:00",2021-12-20 06:22:54.000,,sdrn:schibsted:environment:14195dd2-b4fd-47c7-a7d1-7edc6bb8d218,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c019a570-1c9c-4cac-90ea-13700120f6e2
true,"1024x768","2021-12-20T06:23:08+00:00",2021-12-20 06:23:08.000,,sdrn:schibsted:environment:cb2c5675-0280-4469-a1f8-0045cd45946c,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"05079c71-e97e-409d-9976-88e0e5e0ad6a"
true,"1024x768","2021-12-20T06:23:08+00:00",2021-12-20 06:23:08.000,,sdrn:schibsted:environment:ba623b00-9a1a-4467-9e1a-2041272c43f8,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,afd0e0ec-2495-4cbb-9370-8eaf213bb73c
true,"1024x768","2021-12-20T06:23:09+00:00",2021-12-20 06:23:09.000,,sdrn:schibsted:environment:87800db0-9992-450d-8b76-5e3a2d10c0d3,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"050c1b11-eea1-4041-aa5b-8ead07fd9dbe"
true,"1024x768","2021-12-20T06:23:10+00:00",2021-12-20 06:23:10.000,,sdrn:schibsted:environment:ad9ecbeb-d4ac-4869-a405-24ea889256f7,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,af5ce060-5f7f-409b-80f4-cfbf405e17d0
true,"1024x768","2021-12-20T06:23:10+00:00",2021-12-20 06:23:10.000,,sdrn:schibsted:environment:80340d7e-c377-421d-ae5d-dc43b90b2460,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"43afd2e0-cdaf-4d84-abbb-ba45ff275ae1"
true,"1024x768","2021-12-20T06:23:16+00:00",2021-12-20 06:23:16.000,,sdrn:schibsted:environment:c6f1609b-77cd-42bd-b443-46b180696f9a,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f14b06ec-a449-4a0f-80e5-3cc012701251
true,"360x640","2021-12-20T06:25:36+00:00",2021-12-20 06:25:36.000,,sdrn:schibsted:environment:5620d257-2403-41ea-b158-0937a09216e8,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"55339b9d-62a5-4bb2-9966-5783920733f3"
true,"360x640","2021-12-20T06:26:30+00:00",2021-12-20 06:26:30.000,,sdrn:schibsted:environment:d31399d9-c614-47f1-8a62-2b8982c62c2b,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,e3510dae-15d5-4ab7-a34f-5d20b5a7c456
true,"360x640","2021-12-20T06:27:13+00:00",2021-12-20 06:27:13.000,,sdrn:schibsted:environment:84103c13-7530-46c8-9b8c-35e9f0dcf723,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f144b9fd-9444-49f1-8f4d-a3c5592c216b
true,"360x640","2021-12-20T06:58:34+00:00",2021-12-20 06:58:34.000,,sdrn:schibsted:environment:5d5cbe29-5dca-4975-9e4f-d3cc27591edb,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"6e0dc433-5741-4f61-ac70-d2eae3be8039"
true,"360x640","2021-12-20T06:59:30+00:00",2021-12-20 06:59:30.000,,sdrn:schibsted:environment:f52171e5-5b49-406c-b14e-da076e93194d,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"2001c00e-3b5a-4f6c-a120-1cb4564235c1"
true,"360x640","2021-12-20T07:00:14+00:00",2021-12-20 07:00:14.000,,sdrn:schibsted:environment:40ddc5f8-4b22-4aa8-96d7-4d549b30f4be,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,b5354aff-d6fc-4a7e-8a8f-6229a03c5805
true,"1024x768","2021-12-20T07:23:28+00:00",2021-12-20 07:23:28.000,,sdrn:schibsted:environment:0af4f566-16ae-4cc2-a37a-846c1ec24d92,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0f455192-5bad-4758-a842-f5ce8b6216c5"
true,"1024x768","2021-12-20T07:23:39+00:00",2021-12-20 07:23:39.000,,sdrn:schibsted:environment:a0f0f4f0-76b0-4840-9c18-91d9c57c1ef9,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"09f8f78a-a84a-4f5a-8cae-fe3644095429"
true,"1024x768","2021-12-20T07:23:39+00:00",2021-12-20 07:23:39.000,,sdrn:schibsted:environment:78c3b611-b788-44ee-8119-d75a885fa923,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"8b448528-5e12-4841-b423-20e7155501f5"
true,"1024x768","2021-12-20T07:23:40+00:00",2021-12-20 07:23:40.000,,sdrn:schibsted:environment:2a3f05f8-1a52-4369-bc05-534feb754b79,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,b77b71f6-090c-4bf1-83c0-8b6a1ea8acdb
true,"1024x768","2021-12-20T07:23:41+00:00",2021-12-20 07:23:41.000,,sdrn:schibsted:environment:935512c8-033c-4b44-b8e7-e45f90a21cf9,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"274bdbf7-03fe-428b-a8be-bc80af5f243d"
true,"1024x768","2021-12-20T07:23:42+00:00",2021-12-20 07:23:42.000,,sdrn:schibsted:environment:bf699048-c68b-415f-9b0b-534b2c15b198,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f8bf0d07-1cfd-4a71-a697-39b9932ceee6
true,"1024x768","2021-12-20T07:23:47+00:00",2021-12-20 07:23:47.000,,sdrn:schibsted:environment:fdddac7b-b1a8-45e9-bb3b-5549a67bde01,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"8681ed39-f6c6-48a2-8daf-c0ff39bff171"
true,"1024x768","2021-12-20T07:24:46+00:00",2021-12-20 07:24:46.000,,sdrn:schibsted:environment:f7c47f5e-eb86-414a-aa5b-ece793b136da,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,d2adc832-84dc-4993-9f74-69291a7eaa9b
true,"360x640","2021-12-20T07:31:18+00:00",2021-12-20 07:31:18.000,,sdrn:schibsted:environment:0c8e2682-3bca-4f94-98e9-190cca2a38e7,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"63ca2df3-8102-43f8-97b4-e47f2daf9495"
true,"360x640","2021-12-20T07:32:14+00:00",2021-12-20 07:32:14.000,,sdrn:schibsted:environment:b92866fa-75a8-4d3c-aef7-694e31632cf5,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"439f2662-91b8-427f-b0ad-41b1796e0446"
true,"360x640","2021-12-20T07:32:57+00:00",2021-12-20 07:32:57.000,,sdrn:schibsted:environment:0ab13924-a088-4ab5-92ec-a3633cc9706d,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ca7714cc-f799-438b-86c7-652beb084ffa
true,"360x640","2021-12-20T08:03:58+00:00",2021-12-20 08:03:58.000,,sdrn:schibsted:environment:f3d7e17c-5e38-44b7-9788-80fc40b2c8bd,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"11172db1-3ec3-4e3e-bd6d-b786a9cc8160"
true,"360x640","2021-12-20T08:04:52+00:00",2021-12-20 08:04:52.000,,sdrn:schibsted:environment:1653b882-36b9-4f01-abbd-ca2f2372e383,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"08242bc8-91ea-4677-a665-9b0d9e43aec0"
true,"360x640","2021-12-20T08:05:36+00:00",2021-12-20 08:05:36.000,,sdrn:schibsted:environment:00478191-f767-4668-bf4f-e58339b7aa55,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ed698779-dbda-4c84-a14a-499856fc56f4
true,"1024x768","2021-12-20T08:24:57+00:00",2021-12-20 08:24:57.000,,sdrn:schibsted:environment:4950bf33-56ae-4162-8300-ed594f62fd33,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0025545c-974c-479c-89b0-041c18f9761c"
true,"1024x768","2021-12-20T08:25:08+00:00",2021-12-20 08:25:08.000,,sdrn:schibsted:environment:bf8daca9-393d-4f1b-a620-dec717e6c948,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,d2373364-b337-4c67-9d63-d43aa435f02e
true,"1024x768","2021-12-20T08:25:09+00:00",2021-12-20 08:25:09.000,,sdrn:schibsted:environment:067946e2-2beb-4e4f-bd1c-3602fac4c37e,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0847431b-ac6e-40c9-b3ba-8b70b7410963"
true,"1024x768","2021-12-20T08:25:12+00:00",2021-12-20 08:25:12.000,,sdrn:schibsted:environment:71a04dce-3c14-48d7-86e9-f0bf0420b67e,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"6e347843-fd44-4c5b-a711-af3f868535eb"
true,"1024x768","2021-12-20T08:25:17+00:00",2021-12-20 08:25:17.000,,sdrn:schibsted:environment:aa95267c-67b3-4b7e-9cef-943a2ada8516,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"35e77bc7-f606-4ba4-a0c6-bfed5f0e499d"
true,"1024x768","2021-12-20T08:25:17+00:00",2021-12-20 08:25:17.000,,sdrn:schibsted:environment:d567f999-d8d3-44b1-ac53-d05374b73277,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0494a06f-c6d9-467c-99af-af1ae5d29d18"
true,"1024x768","2021-12-20T08:25:18+00:00",2021-12-20 08:25:18.000,,sdrn:schibsted:environment:aa95267c-67b3-4b7e-9cef-943a2ada8516,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"35e77bc7-f606-4ba4-a0c6-bfed5f0e499d"
true,"1024x768","2021-12-20T08:25:27+00:00",2021-12-20 08:25:27.000,,sdrn:schibsted:environment:3daa4230-8021-4daa-a306-15559698d029,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"07cc93ee-3ded-4833-9f0f-4a94bd8c14d8"
true,"1024x768","2021-12-20T08:25:28+00:00",2021-12-20 08:25:28.000,,sdrn:schibsted:environment:3daa4230-8021-4daa-a306-15559698d029,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"07cc93ee-3ded-4833-9f0f-4a94bd8c14d8"
true,"360x640","2021-12-20T08:37:05+00:00",2021-12-20 08:37:05.000,,sdrn:schibsted:environment:dc11f441-b9e8-4b1b-aeba-250d06f84b7c,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f2203950-bb6e-4079-a843-6fca5f10602e
true,"360x640","2021-12-20T08:37:59+00:00",2021-12-20 08:37:59.000,,sdrn:schibsted:environment:21488bff-d456-4b5f-8d3e-ecbd57c667f7,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"1d060035-f977-4edb-bc76-50bdcb060e62"
true,"360x640","2021-12-20T08:38:42+00:00",2021-12-20 08:38:42.000,,sdrn:schibsted:environment:00aa842c-ea1f-41a9-b395-b34faf2507a7,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,c9d2b804-27c8-4545-811c-33371b18c27f
true,"360x640","2021-12-20T09:09:49+00:00",2021-12-20 09:09:49.000,,sdrn:schibsted:environment:ca654e66-01ac-4671-9224-3a44139957ef,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"6e89610f-a185-432b-8a24-4db22453d8e1"
true,"360x640","2021-12-20T09:10:43+00:00",2021-12-20 09:10:43.000,,sdrn:schibsted:environment:aaa3acfc-d8f6-498d-aca9-e62ea334e6ec,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"736cda89-9c84-48d9-a437-badd2fb57bb9"
true,"360x640","2021-12-20T09:11:28+00:00",2021-12-20 09:11:28.000,,sdrn:schibsted:environment:2ee87b66-5cae-4e2a-9443-ca2f990eaf52,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,bc00abf1-481a-4ba6-b225-a86dda0caabd
true,"1024x768","2021-12-20T09:25:41+00:00",2021-12-20 09:25:41.000,,sdrn:schibsted:environment:6c7efb00-5f86-47d0-be48-07dfba23283b,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"71da7a0b-adaa-491d-8dbf-5f9222497929"
true,"1024x768","2021-12-20T09:25:54+00:00",2021-12-20 09:25:54.000,,sdrn:schibsted:environment:0af10f4e-354b-4d72-bc53-adff06521381,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3de75db6-f453-402a-8dc6-14c25a5d644f"
true,"1024x768","2021-12-20T09:25:55+00:00",2021-12-20 09:25:55.000,,sdrn:schibsted:environment:baaf7203-d965-44a9-aa52-07c28a7bd6f7,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3a812965-658a-42b2-8b3d-101c04811f39"
true,"1024x768","2021-12-20T09:25:56+00:00",2021-12-20 09:25:56.000,,sdrn:schibsted:environment:2ddc8053-c8b3-4e57-956e-c4ea12588064,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c90dee9f-e77b-4373-91bb-d7f8040564fb
true,"1024x768","2021-12-20T09:26:05+00:00",2021-12-20 09:26:05.000,,sdrn:schibsted:environment:eeee8ff2-edb3-4fc9-9ce7-a38d94129752,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0aaa08ab-ca60-4a5f-833c-88062e073ee5"
true,"1024x768","2021-12-20T09:26:06+00:00",2021-12-20 09:26:06.000,,sdrn:schibsted:environment:eeee8ff2-edb3-4fc9-9ce7-a38d94129752,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0aaa08ab-ca60-4a5f-833c-88062e073ee5"
true,"1024x768","2021-12-20T09:26:18+00:00",2021-12-20 09:26:18.000,,sdrn:schibsted:environment:db7f099e-3c04-4d38-a431-a4c5812eed56,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,a0cfa3b8-ba01-4cbd-ba39-177d8bec2f08
true,"1024x768","2021-12-20T09:26:33+00:00",2021-12-20 09:26:33.000,,sdrn:schibsted:environment:5388f659-ddeb-45a2-8482-66d234d20970,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ff4fda6a-e380-44fb-aa28-e1748c58a208
